chr1	1981908	2116834	PRKCZ
chr1	2005085	2116834	PRKCZ
chr1	2005424	2116834	PRKCZ
chr1	2036154	2116834	PRKCZ
chr1	2076795	2116834	PRKCZ
chr1	2100286	2116834	PRKCZ
chr1	2076795	2088167	PRKCZ
chr1	2160133	2241652	SKI
chr1	2985741	3355185	PRDM16
chr1	2985741	3355185	PRDM16
chr1	2985741	3355185	PRDM16
chr1	2985741	3355185	PRDM16
chr1	3569128	3652765	TP73
chr1	3569128	3652765	TP73
chr1	3569128	3652765	TP73
chr1	3607235	3652765	TP73
chr1	3569128	3652765	TP73
chr1	3569128	3652765	TP73
chr1	3614609	3652765	TP73
chr1	3607235	3652765	TP73
chr1	3607235	3652765	TP73
chr1	3569128	3652765	TP73
chr1	3607235	3652765	TP73
chr1	3607235	3652765	TP73
chr1	3607235	3652765	TP73
chr1	3607235	3646315	TP73
chr1	3644041	3652765	TP73
chr1	3614609	3625098	TP73
chr1	6304251	6305638	HES3
chr1	6640062	6649340	ZBTB48
chr1	6640068	6649340	ZBTB48
chr1	6640055	6649340	ZBTB48
chr1	6645361	6649340	ZBTB48
chr1	6845383	7829766	CAMTA1
chr1	6845383	6948261	CAMTA1
chr1	6845383	6932107	CAMTA1
chr1	6845383	6948261	CAMTA1
chr1	7740147	7829766	CAMTA1
chr1	7796403	7829766	CAMTA1
chr1	7732053	7805082	CAMTA1
chr1	7804894	7829766	CAMTA1
chr1	10535002	10690815	PEX14
chr1	10535002	10690815	PEX14
chr1	10535002	10690815	PEX14
chr1	10535002	10690815	PEX14
chr1	10588311	10690815	PEX14
chr1	10535002	10683924	PEX14
chr1	10535002	10638484	PEX14
chr1	10535002	10580067	PEX14
chr1	11072678	11085549	TARDBP
chr1	11072678	11085549	TARDBP
chr1	12123433	12204264	TNFRSF8
chr1	12185957	12204264	TNFRSF8
chr1	12123433	12204264	TNFRSF8
chr1	12185957	12204264	TNFRSF8
chr1	14031349	14151574	PRDM2
chr1	14031349	14114574	PRDM2
chr1	14026734	14151574	PRDM2
chr1	14075855	14151574	PRDM2
chr1	14075855	14151574	PRDM2
chr1	14075855	14107358	PRDM2
chr1	14075855	14114574	PRDM2
chr1	16085254	16113084	FBLIM1
chr1	16090990	16101715	FBLIM1
chr1	16091458	16113084	FBLIM1
chr1	16083153	16113084	FBLIM1
chr1	16091029	16113084	FBLIM1
chr1	16174358	16266950	SPEN
chr1	16200609	16266950	SPEN
chr1	18957499	19075360	PAX7
chr1	18957499	19062632	PAX7
chr1	18957499	19062632	PAX7
chr1	22379119	22419436	CDC42
chr1	22379119	22417296	CDC42
chr1	22379119	22419436	CDC42
chr1	22379119	22419436	CDC42
chr1	22379119	22419436	CDC42
chr1	22379119	22413359	CDC42
chr1	22379119	22419436	CDC42
chr1	23345940	23410184	KDM1A
chr1	23345940	23410184	KDM1A
chr1	24018268	24022915	RPL11
chr1	24018268	24022915	RPL11
chr1	24069855	24088549	TCEB3
chr1	24645811	24690970	GRHL3
chr1	24645811	24681808	GRHL3
chr1	24646055	24681808	GRHL3
chr1	24649529	24681808	GRHL3
chr1	24649529	24681808	GRHL3
chr1	26737268	26756219	LIN28A
chr1	26737268	26756210	LIN28A
chr1	28995239	29042115	GMEB1
chr1	28995239	29042115	GMEB1
chr1	28995239	29042115	GMEB1
chr1	29138653	29190208	OPRD1
chr1	32757707	32799224	HDAC1
chr1	32757992	32799224	HDAC1
chr1	32795080	32799224	HDAC1
chr1	32757707	32793590	HDAC1
chr1	32757707	32793590	HDAC1
chr1	33938231	33961995	ZSCAN20
chr1	33938251	33961995	ZSCAN20
chr1	33938251	33958212	ZSCAN20
chr1	36038970	36060927	TFAP2E
chr1	39547088	39952810	MACF1
chr1	39549838	39952810	MACF1
chr1	39796940	39952810	MACF1
chr1	39587984	39901433	MACF1
chr1	39549838	39901433	MACF1
chr1	39765881	39839145	MACF1
chr1	39765881	39790406	MACF1
chr1	39927554	39952810	MACF1
chr1	39670422	39748740	MACF1
chr1	39934264	39952656	MACF1
chr1	39934286	39952656	MACF1
chr1	39547088	39568889	MACF1
chr1	40916336	40929390	ZNF643
chr1	40915773	40929390	ZNF643
chr1	40915773	40929390	ZNF643
chr1	41157679	41237275	NFYC
chr1	41157241	41237275	NFYC
chr1	41157241	41237275	NFYC
chr1	41157241	41237275	NFYC
chr1	41157241	41237275	NFYC
chr1	41204507	41237276	NFYC
chr1	41157241	41237275	NFYC
chr1	41175037	41237276	NFYC
chr1	41157241	41232915	NFYC
chr1	43148065	43168020	YBX1
chr1	44444873	44456843	B4GALT2
chr1	44446176	44456843	B4GALT2
chr1	44445607	44456843	B4GALT2
chr1	44444873	44456843	B4GALT2
chr1	44584521	44600809	KLF17
chr1	44514029	44595868	KLF17
chr1	44679124	44686351	DMAP1
chr1	44679124	44686351	DMAP1
chr1	44679124	44686351	DMAP1
chr1	44679124	44686351	DMAP1
chr1	44679124	44684427	DMAP1
chr1	44679124	44681197	DMAP1
chr1	44679124	44681197	DMAP1
chr1	44679124	44681440	DMAP1
chr1	46859938	46879520	FAAH
chr1	46871259	46879520	FAAH
chr1	46972667	46979886	DMBX1
chr1	46972667	46979886	DMBX1
chr1	47881743	47883724	FOXE3
chr1	47901688	47906363	FOXD2
chr1	52521856	52556388	BTF3L4
chr1	52521856	52556388	BTF3L4
chr1	52521856	52556388	BTF3L4
chr1	53925071	53933158	DMRTB1
chr1	54519273	54565416	TCEANC2
chr1	54519273	54578192	TCEANC2
chr1	55505148	55530526	PCSK9
chr1	55505894	55530526	PCSK9
chr1	55505148	55518464	PCSK9
chr1	57110989	57181008	PRKAA2
chr1	61547533	61928460	NFIA
chr1	61547979	61928460	NFIA
chr1	61542945	61928460	NFIA
chr1	61547979	61928460	NFIA
chr1	61869747	61928460	NFIA
chr1	61872233	61928460	NFIA
chr1	63788729	63790797	FOXD3
chr1	75594118	75627218	LHX8
chr1	75600566	75627218	LHX8
chr1	75595910	75609647	LHX8
chr1	78470635	78482995	DNAJB4
chr1	78444933	78482995	DNAJB4
chr1	87794150	87814607	LMO4
chr1	87797350	87814607	LMO4
chr1	90286572	90401989	LRRC8D
chr1	90287479	90401989	LRRC8D
chr1	93544791	93604638	MTF2
chr1	93544791	93604638	MTF2
chr1	93544791	93604638	MTF2
chr1	93544791	93604638	MTF2
chr1	93575786	93604638	MTF2
chr1	93544791	93604638	MTF2
chr1	93594351	93604638	MTF2
chr1	93811477	93828148	DR1
chr1	101185195	101204601	VCAM1
chr1	101185195	101204601	VCAM1
chr1	101185195	101204601	VCAM1
chr1	145575987	145586546	PIAS3
chr1	145580403	145586546	PIAS3
chr1	145575289	145580662	PIAS3
chr1	149754249	149764074	FCGR1A
chr1	149755502	149760173	FCGR1A
chr1	150898814	150937220	SETDB1
chr1	150898814	150937220	SETDB1
chr1	150898814	150917797	SETDB1
chr1	150898956	150936323	SETDB1
chr1	150898814	150923566	SETDB1
chr1	151043079	151091007	GABPB2
chr1	151043079	151076151	GABPB2
chr1	151065667	151091007	GABPB2
chr1	152881038	152884362	IVL
chr1	153651163	153666468	NPR1
chr1	153652629	153666468	NPR1
chr1	153657439	153666468	NPR1
chr1	153940396	153946832	CREB3L4
chr1	153940378	153946832	CREB3L4
chr1	153940712	153946832	CREB3L4
chr1	153940378	153946832	CREB3L4
chr1	153940378	153946832	CREB3L4
chr1	153940712	153946832	CREB3L4
chr1	153940712	153942219	CREB3L4
chr1	154377668	154441926	IL6R
chr1	154377668	154441926	IL6R
chr1	154377668	154410561	IL6R
chr1	154975105	154991001	ZBTB7B
chr1	154975201	154991001	ZBTB7B
chr1	154975105	154991001	ZBTB7B
chr1	154975105	154991001	ZBTB7B
chr1	154986923	154991001	ZBTB7B
chr1	156182778	156209868	PMF1
chr1	156182778	156209868	PMF1
chr1	156211950	156213123	BGLAP
chr1	156182778	156209868	PMF1
chr1	156182778	156203519	PMF1
chr1	156830670	156851642	NTRK1
chr1	156830670	156851642	NTRK1
chr1	156785541	156851642	NTRK1
chr1	156830670	156851642	NTRK1
chr1	156785541	156851642	NTRK1
chr1	160121351	160156767	ATP1A4
chr1	160147200	160156767	ATP1A4
chr1	160121351	160156767	ATP1A4
chr1	160136317	160156767	ATP1A4
chr1	161736033	161933860	ATF6
chr1	161736033	161835745	ATF6
chr1	162039580	162339813	NOS1AP
chr1	162039580	162339813	NOS1AP
chr1	162332772	162339813	NOS1AP
chr1	162039580	162339813	NOS1AP
chr1	162039580	162326974	NOS1AP
chr1	162602227	162750247	DDR2
chr1	162602227	162750247	DDR2
chr1	162760495	162782608	HSD17B7
chr1	162760495	162782608	HSD17B7
chr1	164528596	164821060	PBX1
chr1	164528596	164821060	PBX1
chr1	164528596	164821060	PBX1
chr1	164528596	164821060	PBX1
chr1	164558765	164854300	PBX1
chr1	167190065	167396582	POU2F1
chr1	167190065	167396582	POU2F1
chr1	167298280	167396582	POU2F1
chr1	167190065	167396582	POU2F1
chr1	167190065	167396582	POU2F1
chr1	167341153	167385359	POU2F1
chr1	167190065	167365664	POU2F1
chr1	167368422	167381541	POU2F1
chr1	168250277	168283664	TBX19
chr1	168195254	168283664	TBX19
chr1	168266861	168283664	TBX19
chr1	168545710	168551315	XCL1
chr1	169337193	169365780	BLZF1
chr1	169337193	169357539	BLZF1
chr1	169345777	169356447	BLZF1
chr1	169337193	169346621	BLZF1
chr1	170633312	170708541	PRRX1
chr1	170633312	170708541	PRRX1
chr1	171060017	171086959	FMO3
chr1	171060017	171086959	FMO3
chr1	171060017	171086959	FMO3
chr1	171060017	171086959	FMO3
chr1	171060017	171069554	FMO3
chr1	176432306	176811970	PAPPA2
chr1	176432306	176660341	PAPPA2
chr1	176432306	176811970	PAPPA2
chr1	180199432	180244188	LHX4
chr1	182808438	182857117	DHX9
chr1	182808438	182857117	DHX9
chr1	182846552	182857117	DHX9
chr1	182850398	182857117	DHX9
chr1	182992594	183114727	LAMC1
chr1	182992594	183074191	LAMC1
chr1	185014550	185071740	RNF2
chr1	185014550	185071740	RNF2
chr1	197881634	197899273	LHX9
chr1	197886516	197899273	LHX9
chr1	197896720	197901715	LHX9
chr1	197881634	197887127	LHX9
chr1	199996769	200146550	NR5A2
chr1	199996769	200146550	NR5A2
chr1	200008657	200146550	NR5A2
chr1	200011716	200146550	NR5A2
chr1	199996769	200008923	NR5A2
chr1	201979689	201986315	ELF3
chr1	201979689	201986315	ELF3
chr1	201977072	201986315	ELF3
chr1	203274663	203278729	BTG2
chr1	204042245	204096871	SOX13
chr1	204082042	204096871	SOX13
chr1	204085192	204096871	SOX13
chr1	204042245	204088974	SOX13
chr1	204485506	204527248	MDM4
chr1	204485506	204527248	MDM4
chr1	204485506	204527248	MDM4
chr1	204485506	204596131	MDM4
chr1	204485506	204677661	MDM4
chr1	204485506	204527248	MDM4
chr1	204485506	204519352	MDM4
chr1	204485506	204518786	MDM4
chr1	204494367	204528188	MDM4
chr1	204485506	204542871	MDM4
chr1	207002221	207016326	IL19
chr1	206972214	207016326	IL19
chr1	207010005	207013959	IL19
chr1	211500147	211548286	TRAF5
chr1	211519705	211548286	TRAF5
chr1	211499956	211548286	TRAF5
chr1	211500147	211548286	TRAF5
chr1	211500147	211548286	TRAF5
chr1	212781969	212794119	ATF3
chr1	212781969	212794119	ATF3
chr1	212781969	212794119	ATF3
chr1	212781969	212794119	ATF3
chr1	212788359	212794119	ATF3
chr1	212738675	212794119	ATF3
chr1	212781969	212792589	ATF3
chr1	214161859	214209762	PROX1
chr1	214161285	214171603	PROX1
chr1	214776531	214837914	CENPF
chr1	218518675	218617961	TGFB2
chr1	218518675	218617961	TGFB2
chr1	218518675	218617961	TGFB2
chr1	218518675	218617961	TGFB2
chr1	218518675	218585206	TGFB2
chr1	221052742	221058400	HLX
chr1	226411382	226413513	MIXL1
chr1	227058272	227083804	PSEN2
chr1	227058272	227083804	PSEN2
chr1	227063065	227083804	PSEN2
chr1	228194722	228248972	WNT3A
chr1	228194722	228248168	WNT3A
chr1	231762560	232177019	DISC1
chr1	231762560	232177019	DISC1
chr1	231762560	232177019	DISC1
chr1	231762560	232145400	DISC1
chr1	231762560	232095249	DISC1
chr1	231762560	232002452	DISC1
chr1	231762560	232177019	DISC1
chr1	231762560	231954990	DISC1
chr1	231762560	232145400	DISC1
chr1	231762560	231991125	DISC1
chr1	231762560	231954990	DISC1
chr1	231762560	231954990	DISC1
chr1	231762560	231907408	DISC1
chr1	231762560	232145400	DISC1
chr1	231762560	232095249	DISC1
chr1	231762560	231954990	DISC1
chr1	231762560	231859820	DISC1
chr1	231762560	231886365	DISC1
chr1	231762560	231838307	DISC1
chr1	231762560	231886365	DISC1
chr1	231664398	231702269	TSNAX
chr1	231762560	231859820	DISC1
chr1	231762560	231859820	DISC1
chr1	231762560	231859820	DISC1
chr1	231762560	232002452	DISC1
chr1	231762560	232002452	DISC1
chr1	231762560	232162298	DISC1
chr1	231762560	232162298	DISC1
chr1	231762560	232162298	DISC1
chr1	231762560	232162298	DISC1
chr1	231762560	232145400	DISC1
chr1	231762560	232002452	DISC1
chr1	231762560	232145400	DISC1
chr1	231762560	232162298	DISC1
chr1	231762560	231991125	DISC1
chr1	231762560	231991125	DISC1
chr1	239792372	240072717	CHRM3
chr1	239549864	240049896	CHRM3
chr1	244214560	244220778	ZNF238
chr1	244216581	244220778	ZNF238
chr1	247579457	247612406	NLRP3
chr1	247581354	247612406	NLRP3
chr1	247581354	247612406	NLRP3
chr1	247579457	247612406	NLRP3
chr1	247581354	247612406	NLRP3
chr1	247581354	247612406	NLRP3
chr1	247581354	247589094	NLRP3
